WKT,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,ciclo_obse,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP
"MULTILINESTRING ((-58.4739244259475 -34.6117326205309,-58.4740935131685 -34.6118216914079,-58.4752226166674 -34.6124198338317))","12313","4072","DIAZ, CESAR, GRAL.","2502","2600","2501","2599",SAN JULIAN,GRAL. CESAR DIAZ,CALLE,141.39,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste - Res. 40/SECTRANS/18 en BO 5314 del 14/02/2018,,Construcción en Diciembre 2019,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.4043528806135 -34.6123489918453,-58.4053368938235 -34.6124065063346,-58.4055698441332 -34.6124205606353))","12319","1046","ALSINA, ADOLFO","2702","2800","2701","2799",,ADOLFO ALSINA,CALLE,111.9,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4167773315577 -34.6122311916337,-58.4178372188513 -34.6124927918789))","12333","4084",DON BOSCO,"3602","3700","3601","3699",ADOLFO BERRO - SAN CARLOS,DON BOSCO,CALLE,101.45,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4055698441332 -34.6124205606353,-58.4069441248623 -34.6125033873895))","12337","1046","ALSINA, ADOLFO","2802","2900","2801","2899",,ADOLFO ALSINA,CALLE,126.38,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA LOCAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4224046381056 -34.6120748957188,-58.4235845170444 -34.6125969122374))","12359","19046",RIVADAVIA AV.,"4002","4100","4011","4099",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,122.74,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4069441248623 -34.6125033873895,-58.4087157458245 -34.6126101802176))","12361","1046","ALSINA, ADOLFO","2902","3000","2901","2999",,ADOLFO ALSINA,CALLE,162.92,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda norte,,Construcción Noviembre 2017,Ciclovía,VÍA LOCAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4087157458245 -34.6126101802176,-58.4100735089779 -34.6126920488249))","12378","1046","ALSINA, ADOLFO","3002","3100","3001","3099",,ADOLFO ALSINA,CALLE,124.86,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda norte,,Construcción Noviembre 2017,Ciclovía,VÍA LOCAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4731254166011 -34.6127357996582,-58.4739244259475 -34.6117326205309))","12388","1125","ARTIGAS, JOSE GERVASIO, GRAL.","1602","1700","1601","1699",SUDAMERICA,GRAL. JOSE GERVASIO ARTIGAS,CALLE,133.25,CRECIENTE,"1",,Ciclovías,,,Construcción Marzo 2017,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.4860377558075 -34.6124116777416,-58.4866735261764 -34.6127388859403))","12389","7029","GARCIA, JUAN AGUSTIN","3202","3250","3201","3249",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,68.69,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.4178372188513 -34.6124927918789,-58.4191466508492 -34.6128160235925))","12417","4084",DON BOSCO,"3702","3800","3701","3799",ADOLFO BERRO - SAN CARLOS,DON BOSCO,CALLE,125.34,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4327917257625 -34.612989567297,-58.4328336780251 -34.6128671817781,-58.4331568538459 -34.6121293648121))","12452","16040",OTAMENDI,"302","400","301","399",5 DE FEBRERO,OTAMENDI,CALLE,101.16,DECRECIENTE,"-1",corrección numeración 5-2,Ciclovías,,,Construcción Año 2011,Ciclovía,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.3961681401731 -34.611782783378,-58.3961522740174 -34.6129753961005))","12454","19035",RINCON,"202","300","201","299",,RINCON,CALLE,132.31,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3805434484849 -34.6118318480969,-58.3805031831077 -34.6126664092242,-58.3804857776586 -34.6130389374868))","12469","9019","IRIGOYEN, BERNARDO de","302","400","301","399",DEL BUEN ORDEN,BERNARDO DE IRIGOYEN,CALLE,134.01,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4752226166674 -34.6124198338317,-58.4764597510778 -34.6130752084279))","12472","4072","DIAZ, CESAR, GRAL.","2602","2700","2601","2699",SAN JULIAN,GRAL. CESAR DIAZ,CALLE,134.76,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste - Res. 40/SECTRANS/18 en BO 5314 del 14/02/2018,,Construcción en Diciembre 2019,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.4191466508492 -34.6128160235925,-58.420481558041 -34.6131455178714,-58.4206346103172 -34.6131705014009))","12496","4084",DON BOSCO,"3802","3900","3801","3899",ADOLFO BERRO - SAN CARLOS,DON BOSCO,CALLE,142.09,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4249402677447 -34.6131966498204,-58.4249489994424 -34.6131020034191,-58.4255760088056 -34.6121303549068))","12510","19016",RAWSON,"2","66","1","65",,RAWSON,CALLE,132.7,DECRECIENTE,"-1",,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda noreste, en un sentido de circulación",,Según Resolución 593/SECTRANS/19 del BO 5757 del 09/12/2019,Ciclovía proyectada,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4872967827745 -34.6130744736629,-58.4878077615287 -34.6133496574486))","12540","7029","GARCIA, JUAN AGUSTIN","3302","3350","3301","3349",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,55.93,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.384659304805 -34.613334660676,-58.3848528169542 -34.6133483769863,-58.3860785388115 -34.6134336671249))","12575","2051",BELGRANO AV.,"1302","1400","1301","1399",MONSERRAT,AV.BELGRANO,AVENIDA,130.63,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.3679668285966 -34.6122211952152,-58.367824617276 -34.6134558887155))","12584","1149",AZOPARDO,"402","500","401","499",,AZOPARDO,CALLE,137.59,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4878077615287 -34.6133496574486,-58.4882574051589 -34.6135917526128))","12616","7029","GARCIA, JUAN AGUSTIN","3352","3400","3351","3399",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,49.22,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.3875177906561 -34.613535416015,-58.3877553382033 -34.6135522536988,-58.388710297783 -34.6136213633115,-58.3889541498488 -34.6136372870108))","12638","2051",BELGRANO AV.,"1502","1600","1501","1599",MONSERRAT,AV.BELGRANO,AVENIDA,132.23,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.3889541498488 -34.6136372870108,-58.3903693967753 -34.6137294100411))","12654","2051",BELGRANO AV.,"1602","1700","1601","1699",MONSERRAT,AV.BELGRANO,AVENIDA,130.21,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4764597510778 -34.6130752084279,-58.4776112073405 -34.6136850869245,-58.4777708467351 -34.6137690832934))","12666","4072","DIAZ, CESAR, GRAL.","2702","2800","2701","2799",SAN JULIAN,GRAL. CESAR DIAZ,CALLE,142.78,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste - Res. 40/SECTRANS/18 en BO 5314 del 14/02/2018,,Construcción en Diciembre 2019,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.3903693967753 -34.6137294100411,-58.3914353482103 -34.6137988463178,-58.391713520435 -34.6138240101857))","12677","2051",BELGRANO AV.,"1702","1800","1701","1799",MONSERRAT,AV.BELGRANO,AVENIDA,123.74,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4233309701146 -34.613607687955,-58.4247931221686 -34.6138429500525))","12681","4084",DON BOSCO,"4102","4200","4101","4199",ADOLFO BERRO - SAN CARLOS,DON BOSCO,CALLE,136.62,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4249402677447 -34.6131966498204,-58.4247931221686 -34.6138429500525))","12682","21045",TREINTA Y TRES ORIENTALES,"2","50","1","49",TREINTA Y TRES,TREINTA Y TRES ORIENTALES,CALLE,72.96,CRECIENTE,"1",,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda noreste, en un sentido de circulación",,Según Resolución 593/SECTRANS/19 del BO 5757 del 09/12/2019,Ciclovía proyectada,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4464568086879 -34.6134911695086,-58.4465906142632 -34.6135400617982,-58.4474413958626 -34.613890320851))","12697","23081","VALLESE, FELIPE","902","950","901","949",TRANWAY - CANALEJAS,FELIPE VALLESE,CALLE,100.59,CRECIENTE,"1",corrección numeración 14-1,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación",,Según Resolución N.° 31/SECTRANS/19 en BO 5558 del 13/02/2019,Ciclovía proyectada,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.4882574051589 -34.6135917526128,-58.4888764148655 -34.6139250795333))","12704","7029","GARCIA, JUAN AGUSTIN","3402","3450","3401","3449",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,67.76,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.391713520435 -34.6138240101857,-58.3920048093956 -34.6138503078605,-58.3932354057671 -34.6139301767633))","12709","2051",BELGRANO AV.,"1802","1900","1801","1899",MONSERRAT,AV.BELGRANO,AVENIDA,140.09,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3932354057671 -34.6139301767633,-58.3935560017138 -34.6139509945331,-58.3946751828339 -34.6140358556572))","12738","2051",BELGRANO AV.,"1902","2000","1901","1999",MONSERRAT,AV.BELGRANO,AVENIDA,132.58,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3790215788465 -34.6129442011806,-58.3790173088915 -34.6131237076095,-58.3789858283973 -34.6140996843829))","12759","21004",TACUARI,"402","500","401","499",,TACUARI,CALLE,128.23,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2016,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.3946751828339 -34.6140358556572,-58.3949801898945 -34.6140589848885,-58.3959128475224 -34.6141242227667,-58.3961380518153 -34.6141356851282))","12763","2051",BELGRANO AV.,"2002","2100","2001","2099",MONSERRAT,AV.BELGRANO,AVENIDA,134.63,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3961522740174 -34.6129753961005,-58.3961397632401 -34.6139144155897,-58.3961380518153 -34.6141356851282))","12764","19035",RINCON,"302","400","301","399",,RINCON,CALLE,128.72,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3961380518153 -34.6141356851282,-58.3972353701356 -34.6141913554209,-58.3974778642709 -34.6142052190681))","12773","2051",BELGRANO AV.,"2102","2200","2101","2199",MONSERRAT,AV.BELGRANO,AVENIDA,123.13,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4323676568872 -34.6142807452313,-58.4325619148774 -34.6136849413977))","12789","16040",OTAMENDI,"202","238","201","239",5 DE FEBRERO,OTAMENDI,CALLE,68.46,DECRECIENTE,"-1",corrección numeración 5-2,Ciclovías,,,Construcción Año 2011,Ciclovía,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.3974778642709 -34.6142052190681,-58.397758687392 -34.6142212859578,-58.3987812183583 -34.6142797895071))","12792","2051",BELGRANO AV.,"2202","2280","2201","2299",MONSERRAT,AV.BELGRANO,AVENIDA,119.83,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3987812183583 -34.6142797895071,-58.3990329119902 -34.6142941478924,-58.3992927828634 -34.6143085804724))","12801","2051",BELGRANO AV.,"2282","2300","2301","2335",MONSERRAT,AV.BELGRANO,AVENIDA,47.03,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4474413958626 -34.613890320851,-58.4485590317086 -34.6143505375139))","12809","23081","VALLESE, FELIPE","952","1000","951","999",TRANWAY - CANALEJAS,FELIPE VALLESE,CALLE,114.52,CRECIENTE,"1",corrección numeración 14-1,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación",,Según Resolución N.° 31/SECTRANS/19 en BO 5558 del 13/02/2019,Ciclovía proyectada,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.3992927828634 -34.6143085804724,-58.3998618416501 -34.6143401457173,-58.4001288665937 -34.6143562703991))","12817","2051",BELGRANO AV.,"2302","2400","2337","2399",MONSERRAT,AV.BELGRANO,AVENIDA,76.87,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4261052751574 -34.613711946969,-58.42760047425 -34.6143733178538))","12825","19046",RIVADAVIA AV.,"4302","4400","4301","4399",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,155.53,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4777708467351 -34.6137690832934,-58.4790213948286 -34.6144269654153))","12847","4072","DIAZ, CESAR, GRAL.","2802","2900","2801","2899",SAN JULIAN,GRAL. CESAR DIAZ,CALLE,135.95,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste - Res. 40/SECTRANS/18 en BO 5314 del 14/02/2018,,Construcción en Diciembre 2019,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.4001288665937 -34.6143562703991,-58.4013560751978 -34.6144306330315))","12855","2051",BELGRANO AV.,"2402","2500","2401","2499",MONSERRAT,AV.BELGRANO,AVENIDA,112.86,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4988478217889 -34.6145792803453,-58.4989576475057 -34.6144484719351,-58.4996641828628 -34.6136026888684,-58.499791799369 -34.6134514515769))","12880","3258",CHIVILCOY,"2102","2200","2101","2199",,CHIVILCOY,CALLE,152.15,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"10","10","10",MONTE CASTRO,MONTE CASTRO,MONTE CASTRO
"MULTILINESTRING ((-58.4030081413315 -34.6145325887469,-58.4033037010726 -34.6145509037055,-58.404073266087 -34.6145960690493))","12888","2051",BELGRANO AV.,"2602","2700","2601","2699",MONSERRAT,AV.BELGRANO,AVENIDA,97.94,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.367824617276 -34.6134558887155,-58.3677074380846 -34.614473274719,-58.3676891067499 -34.6146373469373))","12910","1149",AZOPARDO,"502","600","501","599",,AZOPARDO,CALLE,131.65,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4527087434758 -34.6147881571911,-58.4534289711329 -34.6137939087024))","12947","6049",FRAGATA Pres. SARMIENTO,"802","900","801","899",PARAMARIBO,FRAGATA Pres. SARMIENTO,CALLE,128.57,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Marzo 2018,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.4049145552352 -34.6146383061008,-58.4061975885166 -34.6148027183241))","12953","2051",BELGRANO AV.,"2802","2900","2801","2899",MONSERRAT,AV.BELGRANO,AVENIDA,119.08,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4485590317086 -34.6143505375139,-58.4497468633788 -34.6148395549174))","12961","23081","VALLESE, FELIPE","1002","1100","1001","1099",TRANWAY - CANALEJAS,FELIPE VALLESE,CALLE,121.71,CRECIENTE,"1",corrección numeración 14-1,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación",,Según Resolución N.° 31/SECTRANS/19 en BO 5558 del 13/02/2019,Ciclovía proyectada,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.4320972938917 -34.6149743474316,-58.4323676568872 -34.6142807452313))","12999","16040",OTAMENDI,"102","200","101","199",5 DE FEBRERO,OTAMENDI,CALLE,80.84,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2011,Ciclovía,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.4072865184076 -34.6149423094571,-58.4084035590573 -34.6150854246939))","13031","2051",BELGRANO AV.,"2952","3000","2951","2999",MONSERRAT,AV.BELGRANO,AVENIDA,103.68,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.471122528578 -34.6152502735888,-58.4715216338879 -34.6147491140323))","13081","1125","ARTIGAS, JOSE GERVASIO, GRAL.","1352","1400","1351","1399",SUDAMERICA,GRAL. JOSE GERVASIO ARTIGAS,CALLE,66.57,CRECIENTE,"1",,Ciclovías,,,Construcción Marzo 2017,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.4096828584885 -34.6152493760369,-58.4111524155375 -34.6153418452205))","13104","2051",BELGRANO AV.,"3102","3200","3101","3199",MONSERRAT,AV.BELGRANO,AVENIDA,135.17,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4128187377357 -34.6154424769768,-58.4143717778832 -34.6155362095187))","13151","2051",BELGRANO AV.,"3302","3400","3301","3399",MONSERRAT,AV.BELGRANO,AVENIDA,142.82,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4145320508992 -34.6142882293452,-58.4143717778832 -34.6155362095187))","13152","12114",LINIERS VIRREY,"302","400","301","399",LINIERS,VIRREY LINIERS,CALLE,139.22,DECRECIENTE,"-1",corrección numeración 17-1,Ciclovías,Mano izquierda,Calle,Construcción Año 2011 - Datos de Res 67-SSTRANS-20,Ciclovía,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4979446818136 -34.6156502582986,-58.4987447214814 -34.6147019880029,-58.4988478217889 -34.6145792803453))","13186","3258",CHIVILCOY,"2002","2100","2001","2099",,CHIVILCOY,CALLE,144.84,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"10","10","10",MONTE CASTRO,MONTE CASTRO,MONTE CASTRO
"MULTILINESTRING ((-58.4157807008671 -34.6156212041563,-58.4166783040716 -34.6156754244161,-58.417019696829 -34.6156960476254))","13202","2051",BELGRANO AV.,"3502","3600","3501","3599",MONSERRAT,AV.BELGRANO,AVENIDA,113.94,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.3676891067499 -34.6146373469373,-58.3675724015812 -34.6156840995449))","13211","1149",AZOPARDO,"602","700","601","699",,AZOPARDO,CALLE,116.61,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4184735139673 -34.6157839155477,-58.4200822932759 -34.6158427362593))","13256","2051",BELGRANO AV.,"3702","3800","3701","3799",MONSERRAT,AV.BELGRANO,AVENIDA,147.7,DECRECIENTE,"-1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
